Orden,Linea Colectivo,Ramal,Nº Camara,Ciudad,Latitud,Longitud,Direccion
957,552,,138,Mar del Plata,-57.5693676,-37.9710265,"Berutti & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
958,552,,537,Mar del Plata,-57.5715179,-37.9789566,"México & Avenida Libertad, Mar del Plata, Provincia de Buenos Aires, Argentina"
959,552,,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
960,552,,58,Mar del Plata,-57.5663445,-37.9884359,"Avenida Pedro Luro & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
961,552,,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
962,552,,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
963,552,,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
964,552,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
965,552,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
966,552,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
967,552,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
968,552,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
969,552,,438,Mar del Plata,-57.5424627,-37.9991601,"Diagonal Alberdi Sur & Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina"
970,552,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
971,552,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
972,552,,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
973,552,,478,Mar del Plata,-57.5588173,-38.0036344,"Avenida Independencia & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
974,552,,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
975,552,,476,Mar del Plata,-57.5639469,-38.0099586,"Avenida Independencia & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
976,552,,479,Mar del Plata,-57.5665124,-38.0131404,"Avenida Independencia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
977,552,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
978,552,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
979,552,,389,Mar del Plata,-57.5761876,-38.023073,"Avenida Jacinto Peralta Ramos & Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina"
980,552,,390,Mar del Plata,-57.5810893,-38.0271502,"Avenida Jacinto Peralta Ramos & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
981,552,,79,Mar del Plata,-57.5876566,-38.0325768,"Avenida Jacinto Peralta Ramos & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
982,552,,296,Mar del Plata,-57.5910995,-38.0354063,"Genova 6491, Mar del Plata, Provincia de Buenos Aires, Argentina"
983,552,,387,Mar del Plata,-57.5816754,-38.0502046,"García Lorca & Gianelli, Mar del Plata, Provincia de Buenos Aires, Argentina"
984,552,,290,Mar del Plata,-57.5683127,-38.0472493,"Avenida Fortunato de la Plaza & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
985,552,,360,Mar del Plata,-57.5641515,-38.0437991,"Juramento & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
986,552,,302,Mar del Plata,-57.561692,-38.0417766,"Avenida Vertiz & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
987,552,,361,Mar del Plata,-57.5582796,-38.044342,"Avenida Vertiz & Triunvirato, Mar del Plata, Provincia de Buenos Aires, Argentina"
988,552,,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
989,552,,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
990,552,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
991,554,,345,Mar del Plata,-57.5749993,-37.9501768,"Avenida Della Paolera & Mariani, Mar del Plata, Provincia de Buenos Aires, Argentina"
992,554,,132,Mar del Plata,-57.5776386,-37.9534019,"Avenida Constitución & Avenida Della Paolera, Mar del Plata, Provincia de Buenos Aires, Argentina"
993,554,,134,Mar del Plata,-57.5736162,-37.955461,"Avenida Constitución & Juan Bautista de la Salle, Mar del Plata, Provincia de Buenos Aires, Argentina"
994,554,,28,Mar del Plata,-57.5695867,-37.9574017,"Avenida Constitución & Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina"
995,554,,254,Mar del Plata,-57.5646017,-37.959905,"Avenida Constitución & Ricardo Rojas, Mar del Plata, Provincia de Buenos Aires, Argentina"
996,554,,812,Mar del Plata,-57.5616779,-37.9614946,"Avenida Constitución & Ortega y Gasset, Mar del Plata, Provincia de Buenos Aires, Argentina"
997,554,,133,Mar del Plata,-57.5596159,-37.9624282,"Avenida Constitución & Ricardo Palma, Mar del Plata, Provincia de Buenos Aires, Argentina"
998,554,,449,Mar del Plata,-57.557689,-37.9635162,"Avenida Constitución & Marcos Sastre, Mar del Plata, Provincia de Buenos Aires, Argentina"
999,554,,30,Mar del Plata,-57.5534873,-37.965546,"Constitucion Y Tejedor, Mar del Plata, Provincia de Buenos Aires, Argentina"
1000,554,,257,Mar del Plata,-57.5561306,-37.9688049,"Avenida Carlos Tejedor & Florisbelo Acosta, Mar del Plata, Provincia de Buenos Aires, Argentina"
1001,554,,256,Mar del Plata,-57.5601005,-37.9735078,"Avenida Carlos Tejedor & Río Negro, Mar del Plata, Provincia de Buenos Aires, Argentina"
1002,554,,258,Mar del Plata,-57.5639149,-37.9782436,"Avenida Juan Héctor Jara & Ituzaingó, Mar del Plata, Provincia de Buenos Aires, Argentina"
1003,554,,49,Mar del Plata,-57.5665035,-37.9814584,"Avenida Libertad & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
1004,554,,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
1005,554,,23,Mar del Plata,-57.5743265,-37.991243,"Avenida Colon y Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
1006,554,,448,Mar del Plata,-57.5769418,-37.9944888,"Avenida Juan Héctor Jara & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
1007,554,,562,Mar del Plata,-57.5795038,-37.997633,"Avenida Juan Héctor Jara & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
1008,554,,135,Mar del Plata,-57.580792,-37.9991874,"Avenida Juan Héctor Jara & San Lorenzo, Mar del Plata, Provincia de Buenos Aires, Argentina"
1009,554,,447,Mar del Plata,-57.5846452,-38.0039636,"Avenida Juan Héctor Jara & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
1010,554,,145,Mar del Plata,-57.5871294,-38.0069555,"Avenida Juan B. Justo & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
1011,554,,468,Mar del Plata,-57.5904583,-38.009728,"Avenida Polonia & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
1012,554,,406,Mar del Plata,-57.592101,-38.0110968,"Avenida Polonia & Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina"
1013,554,,405,Mar del Plata,-57.596984,-38.0151274,"Avenida Polonia & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
1014,554,,324,Mar del Plata,-57.6035938,-38.02059,"Avenida Polonia & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
1015,554,,213,Mar del Plata,-57.5989053,-38.0241526,"Avenida Fortunato de la Plaza & De los Inmigrantes, Mar del Plata, Provincia de Buenos Aires, Argentina"
1016,554,,79,Mar del Plata,-57.5876566,-38.0325768,"Avenida Jacinto Peralta Ramos & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
1017,554,,210,Mar del Plata,-57.5849654,-38.0346991,"Avenida Fortunato de la Plaza & Bestoso, Mar del Plata, Provincia de Buenos Aires, Argentina"
1018,554,,35,Mar del Plata,-57.5823727,-38.0366237,"Avenida Fortunato de la Plaza & Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina"
1019,554,,300,Mar del Plata,-57.5799177,-38.0399508,"Roque Sáenz Peña 2099, Mar del Plata, Provincia de Buenos Aires, Argentina"
1020,554,,303,Mar del Plata,-57.5747932,-38.0357532,"Rosales 5499, Mar del Plata, Provincia de Buenos Aires, Argentina"
1021,554,,301,Mar del Plata,-57.5675736,-38.0412095,"Cerrito & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
1022,554,,360,Mar del Plata,-57.5641515,-38.0437991,"Juramento & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
1023,554,,302,Mar del Plata,-57.561692,-38.0417766,"Avenida Vertiz & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
1024,554,,361,Mar del Plata,-57.5582796,-38.044342,"Avenida Vertiz & Triunvirato, Mar del Plata, Provincia de Buenos Aires, Argentina"
1025,554,,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
1026,554,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
1027,555,,392,Mar del Plata,-57.5970282,-38.0448893,"Avenida Antártida Argentina & Calle Manrique, Mar del Plata, Provincia de Buenos Aires, Argentina"
1028,555,,62,Mar del Plata,-57.5945706,-38.0428997,"Avenida Mario Bravo & Avenida Antártida Argentina, Mar del Plata, Provincia de Buenos Aires, Argentina"
1029,555,,295,Mar del Plata,-57.5929752,-38.0391016,"Avenida Antártida Argentina & William Morris, Mar del Plata, Provincia de Buenos Aires, Argentina"
1030,555,,296,Mar del Plata,-57.5910995,-38.0354063,"Genova 6491, Mar del Plata, Provincia de Buenos Aires, Argentina"
1031,555,,79,Mar del Plata,-57.5876566,-38.0325768,"Avenida Jacinto Peralta Ramos & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
1032,555,,390,Mar del Plata,-57.5810893,-38.0271502,"Avenida Jacinto Peralta Ramos & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
1033,555,,389,Mar del Plata,-57.5761876,-38.023073,"Avenida Jacinto Peralta Ramos & Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina"
1034,555,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
1035,555,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
